ire	nze	can	ame	phi	jam	bre	sce	aus	ind
1864	2	5	7	6	9	9	4	2	5	6
1865	1	6	7	7	10	9	5	2	6	10
1866	2	5	7	7	9	10	4	2	6	9
1867	1	4	5	5	10	9	5	2	6	7
1868	1	5	6	6	9	10	4	2	4	5
1869	2	5	7	6	10	10	4	2	7	7
1870	1	5	6	7	9	8	5	2	5	9
1871	1	6	6	6	7	8	3	2	5	10
1872	2	5	8	6	10	8	4	2	4	8
1873	2	6	8	7	7	9	4	2	6	8
1874	1	6	6	7	9	9	4	2	4	8
1875	1	6	7	7	9	10	5	2	4	10
1876	2	5	8	7	7	7	5	2	5	8
1877	1	5	6	6	9	10	3	2	6	8
1878	2	5	7	6	10	9	5	2	4	8
1879	2	5	7	6	7	9	5	2	4	9
1880	2	6	9	6	8	9	5	2	5	7
1881	2	5	6	5	7	10	4	1	4	9
1882	2	5	7	5	9	9	5	2	5	8
1883	2	5	6	6	8	9	5	2	6	10
1884	2	5	5	8	10	9	5	2	6	9
1885	2	6	6	7	10	7	5	2	4	10
1886	1	5	5	7	7	9	4	2	5	9
1887	2	5	6	6	9	7	3	2	6	10
1888	2	5	7	6	8	10	4	2	5	9
1889	2	4	5	8	10	8	4	1	5	9
1890	2	5	6	7	10	9	5	1	6	10
1891	2	5	7	6	9	9	4	2	4	10
1892	2	6	6	6	10	9	4	2	5	8
1893	1	5	6	8	9	8	3	2	5	10
1894	1	5	6	7	8	10	4	2	5	10
1895	1	6	7	8	7	10	6	2	3	10
1896	2	5	8	5	10	7	6	1	6	10
1897	1	5	6	6	10	8	5	2	6	7
1898	2	6	7	6	10	10	5	2	6	8
1899	1	5	8	6	9	10	4	2	5	7
1900	1	6	7	6	9	7	4	1	5	8
1901	2	5	4	7	10	10	4	2	5	8
1902	2	5	7	6	10	9	4	2	5	8
1903	2	5	7	7	10	10	4	2	4	9
1904	2	5	6	7	9	9	5	2	6	9
1905	1	5	7	7	10	10	4	2	4	9
1906	2	5	8	7	9	10	4	2	5	9
1907	1	6	6	8	10	8	4	2	7	8
1908	1	6	6	5	10	8	5	2	5	8
1909	2	6	5	8	9	8	5	2	6	9
1910	1	5	8	8	10	8	3	2	6	9
1911	1	5	6	7	10	8	3	2	4	10
1912	1	6	7	8	9	8	4	1	8	7
1913	1	6	6	7	10	10	4	2	6	8
1914	2	5	7	7	9	9	5	1	5	9
1915	1	6	6	7	9	10	5	1	4	10
1916	1	5	6	7	9	9	4	2	4	10
1917	1	6	6	6	10	7	5	2	5	7
1918	2	5	7	6	10	9	4	2	5	10
1919	1	5	6	7	9	8	3	2	5	9
1920	2	6	7	6	10	10	5	2	4	8
1921	1	5	6	7	10	10	4	2	4	8
1922	2	5	6	6	10	10	5	2	5	8
1923	1	6	7	6	10	10	4	2	5	10
1924	1	5	6	7	10	9	4	2	5	7
1925	2	5	7	7	10	9	4	2	6	10
1926	2	6	5	6	10	7	4	2	4	10
1927	1	6	6	7	7	9	5	2	6	8
1928	2	5	7	8	10	10	5	2	7	7
1929	1	5	6	7	9	10	4	2	6	8
1930	2	5	6	6	10	8	4	2	5	10
1931	1	5	7	6	9	10	4	2	6	8
1932	2	5	6	7	9	8	4	2	6	8
1933	3	5	6	7	10	8	5	2	6	9
1934	1	5	5	6	10	10	6	1	5	10
1935	1	6	7	7	10	9	4	1	5	9
1936	1	5	6	6	10	9	4	2	4	7
1937	1	5	6	7	9	10	6	2	5	10
1938	1	5	8	7	10	10	5	2	5	10
1939	2	5	6	7	9	7	5	2	5	10
1940	1	6	7	8	10	9	4	2	5	10
1941	1	5	7	5	9	7	5	2	6	8
1942	2	5	7	7	8	8	4	2	4	6
1943	2	5	6	7	9	8	3	2	6	8
1944	1	5	7	7	8	8	5	2	5	7
1945	1	5	7	5	10	10	4	1	6	8
1946	2	6	6	6	10	8	4	2	4	9
1947	1	6	8	7	9	8	5	2	5	9
1948	2	5	6	7	9	8	5	2	4	9
1949	2	5	7	7	8	9	5	2	6	10
1950	2	5	6	7	9	9	3	1	5	9
1951	2	5	5	5	10	8	4	2	6	8
1952	1	6	5	6	9	8	4	2	7	10
1953	2	6	6	6	10	9	4	2	3	7
1954	1	5	7	9	8	9	4	2	6	8
1955	2	5	8	7	10	10	4	1	6	10
1956	2	5	6	6	10	10	5	2	5	9
1957	2	5	7	7	8	7	5	2	6	8
1958	2	5	7	7	8	10	4	2	5	7
1959	2	5	7	6	10	9	4	2	3	10
1960	1	4	6	7	10	10	5	2	4	9
1961	1	5	6	7	10	10	4	2	2	10
1962	2	5	8	7	9	10	5	2	4	8
1963	1	4	6	7	8	9	3	2	5	9
1964	2	6	6	6	10	10	5	1	7	9
1965	1	5	6	6	10	9	5	2	5	10
1966	1	6	7	7	10	9	4	2	5	8
1967	2	5	7	6	10	10	4	2	5	10
1968	1	5	6	7	10	10	4	2	5	10
1969	2	6	6	8	8	9	3	2	6	8
1970	2	5	5	5	10	10	4	2	5	8
1971	2	5	6	7	10	9	5	2	5	7
1972	1	6	6	7	9	9	5	2	5	9
1973	2	5	6	7	10	10	4	2	4	9
1974	1	6	6	7	8	9	4	2	5	9
1975	2	5	6	6	10	7	4	2	5	9
1976	2	5	5	6	10	8	3	2	5	8
1977	1	5	7	7	10	9	5	1	7	7
1978	1	5	6	8	9	9	5	1	5	10
1979	1	5	5	7	10	10	4	1	5	8
1980	1	5	7	6	9	8	4	1	5	8
1981	1	5	8	6	9	8	4	2	5	8
1982	2	6	7	7	8	10	4	1	7	10
1983	2	6	7	7	9	10	4	2	3	8
1984	2	5	6	6	10	8	4	2	4	8
1985	2	6	6	6	9	9	3	2	5	8
1986	1	6	6	8	10	10	4	2	5	7
1987	1	5	7	6	10	10	4	1	5	9
1988	2	5	7	6	10	10	4	2	6	9
1989	2	5	6	6	9	10	3	2	4	8
1990	1	5	6	7	9	8	5	2	5	10
1991	2	5	7	8	7	10	4	2	4	8
1992	2	5	6	7	10	10	5	2	4	10
1993	1	5	6	7	10	6	4	2	5	9
1994	2	5	7	8	10	10	3	2	6	10
1995	1	5	8	6	10	9	3	2	4	10
1996	2	6	7	6	10	10	4	2	5	8
1997	1	5	6	8	10	10	5	2	6	9
1998	1	5	6	7	10	9	4	2	3	10
1999	2	5	6	7	10	10	4	2	7	9
2000	1	5	8	8	9	9	5	2	5	9
