"ID"	"Name"	"City"	"Country"	"Latitude"	"Longitude"
312	"Brustem Airfield Sint Truiden"	"Sint-truiden"	"Belgium"	50.791901	5.20167
313	"Saint Hubert Air Base"	"St.-hubert"	"Belgium"	50.0344009399414	5.44081020355225
314	"Ursel Air Base"	"Ursel"	"Belgium"	51.1441993713379	3.47555994987488
315	"Weelde Air Base"	"Weelde"	"Belgium"	51.3947982788086	4.96018981933594
316	"Zoersel (Oostmalle) Airfield"	"Zoersel"	"Belgium"	51.264702	4.75333
317	"Flugplatz Bautzen"	"Bautzen"	"Germany"	51.193611	14.519722
318	"Altenburg-Nobitz Airport"	"Altenburg"	"Germany"	50.981945	12.506389
319	"Dessau Airfield"	"Dessau"	"Germany"	51.831694	12.190962
320	"Eisenhüttenstadt Airfield"	"Eisenhuettenstadt"	"Germany"	52.195856	14.58753
322	"Großenhain Airport"	"Suhl"	"Germany"	51.3080558776855	13.5555562973022
323	"Merseburg Airport"	"Muehlhausen"	"Germany"	51.3630556	11.9408333
324	"Halle-Oppin Airport"	"Halle"	"Germany"	51.552223	12.053889
325	"Riesa-Göhlis Airport"	"Riesa"	"Germany"	51.2936096191	13.3561105728
326	"Rechlin-Lärz Airport"	"Rechlin-laerz"	"Germany"	53.306388855	12.7522220612
327	"Strausberg Airport"	"Strausberg"	"Germany"	52.5805549621582	13.9166669845581
328	"Schönhagen Airport"	"Schoenhagen"	"Germany"	52.203609	13.156389
329	"Barth Airport"	"Barth"	"Germany"	54.338253	12.710515
330	"Jena-Schöngleina Airfield"	"Jena"	"Germany"	50.915279	11.714444
331	"Kyritz Airport"	"Kyritz"	"Germany"	52.918888092041	12.4252777099609
332	"Magdeburg \City\ Airport"	"Magdeburg"	"Germany"	52.073612	11.626389
333	"Rothenburg/Görlitz Airport"	"Rothenburg/ol"	"Germany"	51.3633346557617	14.9499998092651
334	"Anklam Airfield"	"Anklam"	"Germany"	53.832779	13.668611
335	"Cottbus-Drewitz Airport"	"Cottbus"	"Germany"	51.889442	14.531944
336	"Kamenz Airport"	"Kamenz"	"Germany"	51.2969436645508	14.1274995803833
337	"Berlin-Schönefeld Airport"	"Berlin"	"Germany"	52.380001	13.5225
338	"Dresden Airport"	"Dresden"	"Germany"	51.1328010559082	13.7672004699707
339	"Erfurt Airport"	"Erfurt"	"Germany"	50.9798011779785	10.9581003189087
340	"Frankfurt am Main Airport"	"Frankfurt"	"Germany"	50.033333	8.570556
341	"Münster Osnabrück Airport"	"Munster"	"Germany"	52.134601593	7.68483018875
342	"Hamburg Airport"	"Hamburg"	"Germany"	53.630401611328	9.9882297515869
343	"Berlin-Tempelhof International Airport"	"Berlin"	"Germany"	52.4729995727539	13.4039001464844
344	"Cologne Bonn Airport"	"Cologne"	"Germany"	50.8658981323	7.1427397728
345	"Düsseldorf Airport"	"Duesseldorf"	"Germany"	51.289501	6.76678
346	"Munich Airport"	"Munich"	"Germany"	48.353802	11.7861
347	"Nuremberg Airport"	"Nuernberg"	"Germany"	49.498699	11.078056
348	"Leipzig/Halle Airport"	"Leipzig"	"Germany"	51.423889	12.236389
349	"Saarbrücken Airport"	"Saarbruecken"	"Germany"	49.2145996094	7.10950994492
350	"Stuttgart Airport"	"Stuttgart"	"Germany"	48.6898994446	9.22196006775
351	"Berlin-Tegel Airport"	"Berlin"	"Germany"	52.5597	13.2877
352	"Hannover Airport"	"Hannover"	"Germany"	52.461101532	9.68507957458
353	"Bremen Airport"	"Bremen"	"Germany"	53.0475006104	8.78666973114
354	"Frankfurt-Egelsbach Airport"	"Egelsbach"	"Germany"	49.959999	8.645833
355	"Frankfurt-Hahn Airport"	"Hahn"	"Germany"	49.9487	7.26389
356	"Mannheim-City Airport"	"Mannheim"	"Germany"	49.473057	8.514167
357	"Allendorf/Eder Airport"	"Allendorf"	"Germany"	51.0349998474121	8.680832862854
358	"Worms Airport"	"Worms"	"Germany"	49.606945	8.368333
359	"Mainz-Finthen Airport"	"Mainz"	"Germany"	49.967499	8.147222
360	"Eisenach-Kindel Airport"	"Eisenach"	"Germany"	50.991604	10.47973
361	"Siegerland Airport"	"Siegerland"	"Germany"	50.7076988220215	8.08296966552734
362	"Hamburg-Finkenwerder Airport"	"Hamburg"	"Germany"	53.5352783203125	9.83555603027344
363	"Kiel-Holtenau Airport"	"Kiel"	"Germany"	54.3794441223145	10.1452779769897
364	"Lübeck Blankensee Airport"	"Luebeck"	"Germany"	53.8054008484	10.7192001343
365	"Flugplatz Dahlemer Binz"	"Dahlemer Binz"	"Germany"	50.405555725	6.5288891792
366	"Meinerzhagen Airport"	"Meinerzhagen"	"Germany"	51.0999984741211	7.59999990463257
367	"Arnsberg-Menden Airport"	"Arnsberg"	"Germany"	51.4838905334473	7.89833307266235
368	"Essen Mulheim Airport"	"Essen"	"Germany"	51.4023017883301	6.93732976913452
369	"Bielefeld Airport"	"Bielefeld"	"Germany"	51.964722	8.544444
370	"Mönchengladbach Airport"	"Moenchengladbach"	"Germany"	51.230278	6.504444
371	"Paderborn Lippstadt Airport"	"Paderborn"	"Germany"	51.6141014099	8.61631965637
372	"Stadtlohn-Vreden Airport"	"Stadtlohn"	"Germany"	51.9958343505859	6.84055614471436
373	"Dortmund Airport"	"Dortmund"	"Germany"	51.5182991028	7.61223983765
374	"Augsburg Airport"	"Augsburg"	"Germany"	48.425278	10.931667
375	"Biberach a.d. Riß Airfield"	"Biberach"	"Germany"	48.111111	9.762778
376	"Eggenfelden Airport"	"Eggenfelden"	"Germany"	48.396110534668	12.7236108779907
377	"Mindelheim-Mattsies Airfield"	"Mindelheim"	"Germany"	48.106945	10.525
378	"Oberpfaffenhofen Airport"	"Oberpfaffenhofen"	"Germany"	48.081402	11.2831
379	"Straubing Airport"	"Straubing"	"Germany"	48.9008331298828	12.5166673660278
380	"Vilshofen Airport"	"Vilshofen"	"Germany"	48.6349983215332	13.1955556869507
381	"Leutkirch-Unterzeil Airport"	"Leutkirch"	"Germany"	47.8588905334473	10.0141668319702
382	"Friedrichshafen Airport"	"Friedrichshafen"	"Germany"	47.6712989807	9.51148986816
383	"Schwerin Parchim Airport"	"Parchim"	"Germany"	53.426998	11.7834
384	"Stendal-Borstel Airport"	"Stendal"	"Germany"	52.6288871765137	11.8186111450195
385	"Aalen-Heidenheim/Elchingen Airport"	"Aalen-heidenheim"	"Germany"	48.7777786254883	10.2647218704224
386	"Bayreuth Airport"	"Bayreuth"	"Germany"	49.985001	11.64
387	"Burg Feuerstein Airport"	"Burg Feuerstein"	"Germany"	49.794166564941	11.133610725403
388	"Hof-Plauen Airport"	"Hof"	"Germany"	50.2886123657227	11.8563890457153
389	"Haßfurt-Schweinfurt Airport"	"Hassfurt"	"Germany"	50.0180549621582	10.5294437408447
390	"Koblenz-Winningen Airfield"	"Koblenz"	"Germany"	50.325558	7.528611
391	"Trier-Föhren Airport"	"Trier"	"Germany"	49.863888	6.7875
392	"Speyer Airfield"	"Speyer"	"Germany"	49.304722	8.451389
393	"Zweibrücken Airport"	"Zweibruecken"	"Germany"	49.2094	7.40056
394	"Donaueschingen-Villingen Airport"	"Donaueschingen"	"Germany"	47.9733314514	8.52222156525
395	"Freiburg i. Br. Airport"	"Freiburg"	"Germany"	48.0227775574	7.83249998093
396	"Mengen-Hohentengen Airport"	"Mengen"	"Germany"	48.0538902282715	9.37277793884277
397	"Adolf Würth Airport"	"Schwaebisch Hall"	"Germany"	49.1183319092	9.78388881683
398	"Finsterwalde/Schacksdorf Airport"	"Soest"	"Germany"	51.607498	13.743611
399	"Braunschweig-Wolfsburg Airport"	"Braunschweig"	"Germany"	52.319199	10.5561
400	"Kassel-Calden Airport"	"Kassel"	"Germany"	51.417273	9.384967
401	"Hildesheim Airport"	"Hildesheim"	"Germany"	52.1813888549805	9.94638919830322
402	"Bremerhaven Airport"	"Bremerhaven"	"Germany"	53.506943	8.572778
403	"Emden Airport"	"Emden"	"Germany"	53.391109	7.2275
404	"Leer-Papenburg Airport"	"Leer"	"Germany"	53.2719421386719	7.44166707992554
405	"Wilhelmshaven-Mariensiel Airport"	"Wilhelmshaven"	"Germany"	53.5022201538086	8.05222225189209
406	"Borkum Airport"	"Borkum"	"Germany"	53.59639	6.709167
407	"Norderney Airport"	"Norderney"	"Germany"	53.7069435119629	7.23000001907349
408	"Flensburg-Schäferhaus Airport"	"Flensburg"	"Germany"	54.7733345031738	9.3788890838623
409	"Rendsburg-Schachtholm Airport"	"Rendsburg"	"Germany"	54.2200012207031	9.59944438934326
410	"Westerland Sylt Airport"	"Westerland"	"Germany"	54.9132003784	8.34047031403
411	"Ämari Air Base"	"Armari Air Force Base"	"Estonia"	59.2602996826172	24.2084999084473
412	"Kärdla Airport"	"Kardla"	"Estonia"	58.9907989501953	22.8306999206543
413	"Kuressaare Airport"	"Kuressaare"	"Estonia"	58.2299003601074	22.50950050354
414	"Pärnu Airport"	"Parnu"	"Estonia"	58.4189987182617	24.4727993011475
415	"Lennart Meri Tallinn Airport"	"Tallinn-ulemiste International"	"Estonia"	59.4132995605	24.8327999115
416	"Tartu Airport"	"Tartu"	"Estonia"	58.3074989319	26.6903991699
417	"Enontekio Airport"	"Enontekio"	"Finland"	68.362602233887	23.424299240112
418	"Eura Airport"	"Eura"	"Finland"	61.1161003112793	22.2014007568359
419	"Halli Airport"	"Halli"	"Finland"	61.856039	24.786686
420	"Helsinki Malmi Airport"	"Helsinki"	"Finland"	60.2546005249023	25.0428009033203
421	"Helsinki Vantaa Airport"	"Helsinki"	"Finland"	60.317199707031	24.963300704956
422	"Hameenkyro Airport"	"Hameenkyro"	"Finland"	61.6897010803223	23.0736999511719
423	"Hanko Airport"	"Hanko"	"Finland"	59.8488998413086	23.0835990905762
424	"Hyvinkää Airfield"	"Hyvinkaa"	"Finland"	60.6543998718	24.8810997009
425	"Kiikala Airport"	"Kikala"	"Finland"	60.4625015259	23.6525001526
426	"Immola Airport"	"Immola"	"Finland"	61.2491989135742	28.9036998748779
427	"Kitee Airport"	"Kitee"	"Finland"	62.1661	30.073601
428	"Ivalo Airport"	"Ivalo"	"Finland"	68.607299804688	27.405300140381
429	"Joensuu Airport"	"Joensuu"	"Finland"	62.662899017334	29.607500076294
430	"Jyvaskyla Airport"	"Jyvaskyla"	"Finland"	62.399501800537	25.678300857544
431	"Kauhava Airport"	"Kauhava"	"Finland"	63.127102	23.051399
432	"Kemi-Tornio Airport"	"Kemi"	"Finland"	65.778701782227	24.582099914551
433	"Kajaani Airport"	"Kajaani"	"Finland"	64.285499572754	27.692399978638
434	"Kauhajoki Airport"	"Kauhajoki"	"Finland"	62.4625015259	22.3931007385
435	"Kokkola-Pietarsaari Airport"	"Kruunupyy"	"Finland"	63.721199035645	23.143100738525
436	"Kemijarvi Airport"	"Kemijarvi"	"Finland"	66.712898	27.156799
437	"Kuusamo Airport"	"Kuusamo"	"Finland"	65.987602233887	29.239400863647
438	"Kittilä Airport"	"Kittila"	"Finland"	67.700996398926	24.846799850464
439	"Kuopio Airport"	"Kuopio"	"Finland"	63.007099151611	27.797800064087
440	"Lahti Vesivehmaa Airport"	"Vesivehmaa"	"Finland"	61.144199	25.693501
441	"Lappeenranta Airport"	"Lappeenranta"	"Finland"	61.044601	28.144743
442	"Mariehamn Airport"	"Mariehamn"	"Finland"	60.122200012207	19.898199081421
443	"Menkijarvi Airport"	"Menkijarvi"	"Finland"	62.9467010498047	23.5188999176025
444	"Mikkeli Airport"	"Mikkeli"	"Finland"	61.6866	27.201799
445	"Nummela Airport"	"Nummela"	"Finland"	60.3339004517	24.2964000702
446	"Oulu Airport"	"Oulu"	"Finland"	64.930099487305	25.354600906372
447	"Piikajarvi Airport"	"Piikajarvi"	"Finland"	61.2456016540527	22.1933994293213
448	"Pori Airport"	"Pori"	"Finland"	61.461700439453	21.799999237061
449	"Pudasjärvi Airport"	"Pudasjarvi"	"Finland"	65.4021987915	26.9468994141
450	"Pyhäsalmi Airport"	"Pyhasalmi"	"Finland"	63.7318992615	25.9263000488
451	"Raahe Pattijoki Airport"	"Pattijoki"	"Finland"	64.6881027222	24.6958007812
452	"Rantasalmi Airport"	"Rantasalmi"	"Finland"	62.0654983521	28.3565006256
453	"Rovaniemi Airport"	"Rovaniemi"	"Finland"	66.564796447754	25.830400466919
454	"Rayskala Airport"	"Rayskala"	"Finland"	60.744701385498	24.1077995300293
455	"Savonlinna Airport"	"Savonlinna"	"Finland"	61.943099975586	28.945100784302
456	"Selanpaa Airport"	"Selanpaa"	"Finland"	61.0624008178711	26.798900604248
457	"Sodankyla Airport"	"Sodankyla"	"Finland"	67.3949966431	26.6191005707
458	"Tampere-Pirkkala Airport"	"Tampere"	"Finland"	61.414100646973	23.604400634766
459	"Teisko Airport"	"Teisko"	"Finland"	61.7733	24.027
460	"Turku Airport"	"Turku"	"Finland"	60.514099121094	22.262800216675
461	"Utti Air Base"	"Utti"	"Finland"	60.89640045166	26.938400268555
462	"Vaasa Airport"	"Vaasa"	"Finland"	63.050701141357	21.762199401855
463	"Varkaus Airport"	"Varkaus"	"Finland"	62.171100616455	27.868600845337
464	"Ylivieska Airfield"	"Ylivieska-raudaskyla"	"Finland"	64.0547222	24.7252778
465	"Belfast International Airport"	"Belfast"	"United Kingdom"	54.6575012207	-6.21582984924
466	"St Angelo Airport"	"Enniskillen"	"United Kingdom"	54.3988990783691	-7.65166997909546
467	"George Best Belfast City Airport"	"Belfast"	"United Kingdom"	54.6180992126465	-5.87249994277954
468	"City of Derry Airport"	"Londonderry"	"United Kingdom"	55.0428009033203	-7.16110992431641
469	"Birmingham International Airport"	"Birmingham"	"United Kingdom"	52.4538993835	-1.74802994728
470	"Coventry Airport"	"Coventry"	"United Kingdom"	52.3697013855	-1.47971999645
471	"Leicester Airport"	"Leicester"	"United Kingdom"	52.6077995300293	-1.03193998336792
472	"Gloucestershire Airport"	"Golouchestershire"	"United Kingdom"	51.8941993713379	-2.16722011566162
474	"Wolverhampton Halfpenny Green Airport"	"Halfpenny Green"	"United Kingdom"	52.5175018310547	-2.25943994522095
475	"Cotswold Airport"	"Pailton"	"United Kingdom"	51.668095	-2.05694
476	"Turweston Airport"	"Turweston"	"United Kingdom"	52.0407981873	-1.09555995464
477	"Wellesbourne Mountford Airport"	"Wellesbourne"	"United Kingdom"	52.1921997070312	-1.61443996429443
478	"Manchester Airport"	"Manchester"	"United Kingdom"	53.3536987304688	-2.27495002746582
479	"Manchester Woodford Airport"	"Woodfort"	"United Kingdom"	53.3381	-2.14889
480	"Royal Marines Base Chivenor Airport"	"Chivenor"	"United Kingdom"	51.0872001647949	-4.15034008026123
481	"Newquay Cornwall Airport"	"Newquai"	"United Kingdom"	50.440601348877	-4.99540996551514
482	"RAF Lyneham"	"Lyneham"	"United Kingdom"	51.5051	-1.99343
483	"MoD Boscombe Down Airport"	"Boscombe Down"	"United Kingdom"	51.1521987915039	-1.74741005897522
484	"RNAS Culdrose"	"Culdrose"	"United Kingdom"	50.0861015319824	-5.25571012496948
485	"MoD St. Athan"	"St. Athan"	"United Kingdom"	51.4048	-3.43575
486	"RNAS Yeovilton"	"Yeovilton"	"United Kingdom"	51.0093994140625	-2.63881993293762
487	"Haverfordwest Airport"	"Haverfordwest"	"United Kingdom"	51.8330993652344	-4.96111011505127
488	"Cardiff International Airport"	"Cardiff"	"United Kingdom"	51.3967018127441	-3.34332990646362
489	"Swansea Airport"	"Swansea"	"United Kingdom"	51.6053009033203	-4.06783008575439
490	"Bristol Airport"	"Bristol"	"United Kingdom"	51.382702	-2.71909
491	"Liverpool John Lennon Airport"	"Liverpool"	"United Kingdom"	53.3335990905762	-2.8497200012207
492	"London Luton Airport"	"London"	"United Kingdom"	51.874698638916	-0.368333011865616
493	"Plymouth City Airport"	"Plymouth"	"United Kingdom"	50.422798	-4.10583
494	"Bournemouth Airport"	"Bournemouth"	"United Kingdom"	50.7799987792969	-1.84249997138977
495	"Southampton Airport"	"Southampton"	"United Kingdom"	50.9502983093262	-1.35679996013641
496	"Lasham Airport"	"Lasham"	"United Kingdom"	51.187198638916	-1.03349995613098
497	"Alderney Airport"	"Alderney"	"Guernsey"	49.706104	-2.21472
498	"Guernsey Airport"	"Guernsey"	"Guernsey"	49.435001373291	-2.60196995735168
499	"Jersey Airport"	"Jersey"	"Jersey"	49.2079010009766	-2.1955099105835
500	"Shoreham Airport"	"Shoreham By Sea"	"United Kingdom"	50.835602	-0.297222
501	"London Biggin Hill Airport"	"Biggin Hill"	"United Kingdom"	51.3307991028	0.0324999988079
502	"London Gatwick Airport"	"London"	"United Kingdom"	51.148102	-0.190278
503	"London City Airport"	"London"	"United Kingdom"	51.505299	0.055278
504	"Farnborough Airport"	"Farnborough"	"United Kingdom"	51.2757987976	-0.776332974434
505	"Chalgrove Airport"	"Chalsgrove"	"United Kingdom"	51.6761016845703	-1.0808299779892
506	"Blackbushe Airport"	"Blackbushe"	"United Kingdom"	51.3238983154297	-0.847500026226044
507	"London Heathrow Airport"	"London"	"United Kingdom"	51.4706	-0.461941
508	"Southend Airport"	"Southend"	"United Kingdom"	51.5713996887207	0.695555984973907
509	"Lydd Airport"	"Lydd"	"United Kingdom"	50.9561004638672	0.939167022705078
510	"Kent International Airport"	"Manston"	"United Kingdom"	51.342201	1.34611
511	"Brough Airport"	"Brough"	"United Kingdom"	53.7197	-0.566333
512	"Carlisle Airport"	"Carlisle"	"United Kingdom"	54.9375	-2.80917000770569
513	"Retford Gamston Airport"	"Repton"	"United Kingdom"	53.2806015014648	-0.951389014720917
514	"Blackpool International Airport"	"Blackpool"	"United Kingdom"	53.7717018127441	-3.02860999107361
515	"Humberside Airport"	"Humberside"	"United Kingdom"	53.5744018554688	-0.350832998752594
516	"Barrow Walney Island Airport"	"Barrow Island"	"United Kingdom"	54.1286111	-3.2675
517	"Leeds Bradford Airport"	"Leeds"	"United Kingdom"	53.8658981323242	-1.66057002544403
518	"Warton Airport"	"Warton"	"United Kingdom"	53.745098	-2.88306
519	"Hawarden Airport"	"Hawarden"	"United Kingdom"	53.1781005859375	-2.97778010368347
520	"Isle of Man Airport"	"Isle Of Man"	"Isle of Man"	54.0833015441895	-4.6238899230957
521	"Newcastle Airport"	"Newcastle"	"United Kingdom"	55.0374984741211	-1.69166994094849
522	"Durham Tees Valley Airport"	"Teesside"	"United Kingdom"	54.5092010498047	-1.42940998077393
523	"East Midlands Airport"	"East Midlands"	"United Kingdom"	52.8311004639	-1.32806003094
524	"Llanbedr Airport"	"Llanbedr"	"United Kingdom"	52.811698913574	-4.1235799789429
525	"RAF Ternhill"	"Ternhill"	"United Kingdom"	52.8712005615234	-2.53356003761292
526	"RAF Shawbury"	"Shawbury"	"United Kingdom"	52.7981986999512	-2.66804003715515
528	"RAF Woodvale"	"Woodvale"	"United Kingdom"	53.5816	-3.05552
529	"Kirkwall Airport"	"Kirkwall"	"United Kingdom"	58.9578018188477	-2.90499997138977
530	"Sumburgh Airport"	"Sumburgh"	"United Kingdom"	59.8788986206055	-1.29556000232697
531	"Wick Airport"	"Wick"	"United Kingdom"	58.4589004516602	-3.09306001663208
532	"Aberdeen Dyce Airport"	"Aberdeen"	"United Kingdom"	57.2019004821777	-2.19777989387512
533	"Inverness Airport"	"Inverness"	"United Kingdom"	57.5424995422363	-4.0475001335144
534	"Glasgow International Airport"	"Glasgow"	"United Kingdom"	55.8718986511	-4.43306016922
535	"Edinburgh Airport"	"Edinburgh"	"United Kingdom"	55.9500007629395	-3.37249994277954
536	"Islay Airport"	"Islay"	"United Kingdom"	55.6819000244141	-6.25666999816895
537	"Glasgow Prestwick Airport"	"Prestwick"	"United Kingdom"	55.5093994140625	-4.586669921875
538	"Benbecula Airport"	"Benbecula"	"United Kingdom"	57.4810981750488	-7.36278009414673
539	"Scatsta Airport"	"Scatsta"	"United Kingdom"	60.4328002929688	-1.29611003398895
540	"Dundee Airport"	"Dundee"	"United Kingdom"	56.4524993896484	-3.02583003044128
541	"Stornoway Airport"	"Stornoway"	"United Kingdom"	58.2155990600586	-6.33111000061035
542	"Tiree Airport"	"Tiree"	"United Kingdom"	56.4991989135742	-6.86917018890381
543	"RAF Leuchars"	"Leuchars"	"United Kingdom"	56.3728981018066	-2.86843991279602
544	"RAF Lossiemouth"	"Lossiemouth"	"United Kingdom"	57.7052001953125	-3.33916997909546
545	"Cambridge Airport"	"Cambridge"	"United Kingdom"	52.205002	0.175
546	"Peterborough Business Airport"	"Peterborough"	"United Kingdom"	52.4681015014648	-0.251111000776291
547	"Norwich International Airport"	"Norwich"	"United Kingdom"	52.6758003235	1.28278005123
548	"London Stansted Airport"	"London"	"United Kingdom"	51.8849983215	0.234999999404
549	"North Weald Airport"	"North Weald"	"United Kingdom"	51.721698761	0.154166996479
550	"Sheffield City Heliport"	"Fowlmere"	"United Kingdom"	53.394299	-1.38849
551	"Cranfield Airport"	"Cranfield"	"United Kingdom"	52.0722007751	-0.616666972637
552	"Exeter International Airport"	"Exeter"	"United Kingdom"	50.7344017028809	-3.41388988494873
553	"Bristol Filton Airport"	"Bristol"	"United Kingdom"	51.5194015503	-2.59083008766
554	"Oxford (Kidlington) Airport"	"Oxford"	"United Kingdom"	51.8368988037	-1.32000005245
555	"RAF Benson"	"Benson"	"United Kingdom"	51.6164016724	-1.09582996368
556	"RAF Lakenheath"	"Lakenheath"	"United Kingdom"	52.4093017578	0.56099998951
557	"RAF Mildenhall"	"Mildenhall"	"United Kingdom"	52.3619003295898	0.486405998468399
558	"RAF Wattisham"	"Wattisham"	"United Kingdom"	52.1273002625	0.956264019012
559	"RAF Wyton"	"Wyton"	"United Kingdom"	52.3572006226	-0.107832998037
560	"RAF Fairford"	"Fairford"	"United Kingdom"	51.6822013855	-1.79003000259
561	"RAF Brize Norton"	"Brize Norton"	"United Kingdom"	51.75	-1.58362
562	"RAF Odiham"	"Odiham"	"United Kingdom"	51.2341003418	-0.94282501936
563	"DCAE Cosford Air Base"	"Cosford"	"United Kingdom"	52.639999	-2.30558
564	"RAF Northolt"	"Northolt"	"United Kingdom"	51.5530014038	-0.418166995049
565	"RAF Coningsby"	"Coningsby"	"United Kingdom"	53.0929985046	-0.166014000773
566	"RAF Dishforth"	"Dishforth"	"United Kingdom"	54.1371994019	-1.42025005817
567	"Leeming Airport"	"Leeming"	"United Kingdom"	54.2924	-1.5354
568	"Leeds East Airport"	"Church Fenton"	"United Kingdom"	53.834301	-1.1955
