"FileSpeaker"	"CleanSpeechUnit"	"Adjective"	"Variant"	"Gender"	"Age"	"Occupation"	"AudienceSize"	"ConversationType"	"AgeNumeric"	"Function"	"Amplified"	"Frequency"	"Priming"	"Gradability"	"SemanticCategory"	"Emotionality"
"<S1A-073:1$B>"	"It's no good at all"	"good"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"SameGender"	42.5	"Predicative"	0	6.75	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-073:1$B>"	"Well I come across him and there was a big you know crowd wrapped around and I came across him while he was he was and this guy they had him propped up on a crate sitting up"	"big"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"SameGender"	42.5	"Predicative"	0	1.41	"NotPrimed"	-0.808142324532827	"Dimension"	"NonEmotional"
"<S1A-073:1$B>"	"He was a um old digger you know"	"old"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"SameGender"	42.5	"Attributive"	0	2.04	"NotPrimed"	-0.131170907168416	"Age"	"NonEmotional"
"<S1A-073:1$A>"	"My dad's an old Changhi prisoner"	"old"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"SameGender"	42.5	"Attributive"	0	2.04	"NotPrimed"	-3.66356164612965	"Age"	"NonEmotional"
"<S1A-073:1$A>"	"An old boy"	"old"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"SameGender"	42.5	"Attributive"	0	2.04	"NotPrimed"	-0.550707654233597	"Age"	"NonEmotional"
"<S1A-073:1$A>"	"This this was an old lady and she collapsed at um West Ryde"	"old"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"SameGender"	42.5	"Attributive"	0	2.04	"NotPrimed"	-0.860248802386253	"Age"	"NonEmotional"
"<S1A-073:1$B>"	"Yeah but it's good in the cemetery"	"good"	"0"	"Man"	"41-80"	"ACMP"	"Dyad"	"SameGender"	42.5	"Predicative"	0	6.75	"NotPrimed"	-0.767010621807395	"Value"	"PositiveEmotional"
"<S1A-074:1$A>"	"and um then everyone else they were all brilliant players but they all went over the time limit so they all got disqualified"	"brilliant"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Attributive"	0	0.08	"NotPrimed"	-1.9963603496755	"Value"	"PositiveEmotional"
"<S1A-074:1$A>"	"And then he goes with Aslan to this pool and he wants to get in the pool except he can't get in the pool until he's taken all his um scaly skin off so he starts taking one layer off and thinks oh good but then he thinks oh no I'll just take the next layer and he keeps on and he can't get it all off and then um Aslan comes along and um oh where is it"	"good"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-074:1$A>"	"Aslan comes along and he says oh I have to undress you and so he made a really deep tear which is really deep and and then he pulls it all off so that's kind of like pulling all your skin off and um then he turns around and he goes"	"deep"	"really"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	1	0.18	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-074:1$A>"	"Aslan comes along and he says oh I have to undress you and so he made a really deep tear which is really deep and and then he pulls it all off so that's kind of like pulling all your skin off and um then he turns around and he goes"	"deep"	"really"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	1	0.18	"Primed"	1.4136054177165	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"That's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"All the little crosses there"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	1.87	"NotPrimed"	-1.60798594141141	"Dimension"	"NonEmotional"
"<S1A-074:1$A>"	"It's really funny because this lady Helen she's about I don't know seventy and um she feels that it's her it's her duty to be on the door every night but um yeah it can be a bit of a nuisance sometimes but um you see they've put her on counting the instead"	"funny"	"really"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	1	1.16	"Primed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-074:1$B>"	"Mmm ok what happens is they'll have first of all the youth alive band come on and they play for a little while and you have it's like a singalong a big singalong"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	1.87	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"Mmm ok what happens is they'll have first of all the youth alive band come on and they play for a little while and you have it's like a singalong a big singalong"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	2.11	"NotPrimed"	0.639769433825566	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"And they have all the words on on a um big screen a big screen and you sing along to that"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	2.11	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"And they have all the words on on a um big screen a big screen and you sing along to that"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	2.11	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"And then the artists'll come on the big artists"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	2.11	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"It's more like a change something different"	"different"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	1.32	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-074:1$B>"	"In that sense it's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	6.26	"NotPrimed"	-1.9243731558408	"Value"	"PositiveEmotional"
"<S1A-074:1$A>"	"Good how many can the entertainment hen centre hold"	"good"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	0	6.26	"NotPrimed"	1.13184900669785	"Value"	"PositiveEmotional"
"<S1A-074:1$A>"	"Good grief"	"good"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Attributive"	0	6.26	"NotPrimed"	-3.46764853836412	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"It's pretty big a lot of people"	"big"	"pretty"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	1	2.11	"NotPrimed"	-3.58842815617957	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"Yeah they were really good and then we saw Cliff Richards"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	1	6.26	"NotPrimed"	-0.105726469132973	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"They were really good"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	1	6.26	"Primed"	-0.661717139292957	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"They when we first saw them we didn't think much of them but when we when they came out later on we thought they were pretty good"	"good"	"pretty"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	1	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"Yeah they were good quite impressed and who else have I seen"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	6.26	"NotPrimed"	-0.985155875542089	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"It's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	6.26	"NotPrimed"	-1.54495441479123	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"Mmm that was the first one I went and I thought it was really good"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	1	6.26	"NotPrimed"	0.0830790936688111	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"The second one I went and I thought it was pretty good and once you've heard all the songs you've heard them all um and that's the one Tommy played at"	"good"	"pretty"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	1	6.26	"NotPrimed"	-2.62321402235927	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"He had a cold that day"	"cold"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	0.34	"NotPrimed"	-3.66356164612965	"PhysicalProperty"	"NegativeEmotional"
"<S1A-074:1$B>"	"I thought it's going to be some big thing but it wasn't as big as"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	2.11	"NotPrimed"	-1.63863892428378	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"So that was good mm and this next one coming up should be just as good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	6.26	"NotPrimed"	0.587908193198476	"Value"	"PositiveEmotional"
"<S1A-074:1$B>"	"Ah well not fixed but um it's got little dots"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	1.87	"NotPrimed"	-1.74893932462495	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"It's got little dots of white paint"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	1.87	"NotPrimed"	0.390817988897663	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"It's got little little white dots because ah the person who had it before me at my dad's work they've got a spray painter near them and so it's got a little"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Attributive"	0	1.87	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-074:1$B>"	"It's got little little white dots because ah the person who had it before me at my dad's work they've got a spray painter near them and so it's got a little"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	18	"Predicative"	0	1.87	"NotPrimed"	-0.933589304219152	"Dimension"	"NonEmotional"
"<S1A-074:1$A>"	"Oh right great"	"great"	"0"	"Man"	"17-25"	"ACMP"	"Dyad"	"MixedGender"	22.5	"Predicative"	0	0.78	"NotPrimed"	-1.84072751703456	"Value"	"NonEmotional"
"<S1A-075:1$A>"	"But it'll be cool"	"cool"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	0.36	"NotPrimed"	-0.0698814634281097	"PhysicalProperty"	"PositiveEmotional"
"<S1A-075:1$A>"	"Nasty little kids"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Attributive"	0	1.87	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-075:1$A>"	"Are they any good at soccer"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"True"	"true"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	0.96	"NotPrimed"	-1.99984852037784	"Value"	"NonEmotional"
"<S1A-075:1$A>"	"True"	"true"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	0.96	"NotPrimed"	-1.40137493480686	"Value"	"NonEmotional"
"<S1A-075:1$A>"	"It's so exciting"	"exciting"	"so"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	1	0.2	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"Dark long hair"	"long"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Attributive"	0	0.88	"NotPrimed"	-0.870649267611032	"Dimension"	"NonEmotional"
"<S1A-075:1$A>"	"True"	"true"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	0.96	"NotPrimed"	-1.14195403146064	"Value"	"NonEmotional"
"<S1A-075:1$A>"	"Oh that's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"It should be good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"That's really typical isn't it"	"typical"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	1	0.06	"NotPrimed"	-1.86257645315393	"Other"	"NonEmotional"
"<S1A-075:1$A>"	"Actually the salad today was very good"	"good"	"very"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	1	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"I was going to be right on time to get one of those brilliant parking spots and um I got to got to where I had to had to pick up from and I realised I didn't have my lunch"	"brilliant"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Attributive"	0	0.08	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"Oh that should be good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	6.26	"NotPrimed"	-2.40170951217687	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"Oh well that's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	6.26	"NotPrimed"	-3.02585163927706	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"That's probably a really good idea"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Attributive"	1	6.26	"NotPrimed"	-0.102971820652516	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"Oh that's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	6.26	"NotPrimed"	-0.399339241508308	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"Not a good idea at all"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Attributive"	0	6.26	"NotPrimed"	-2.03361361203419	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"But we don't get stuvac which I must add's very unfair"	"unfair"	"very"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	1	0.04	"NotPrimed"	1	"Other"	"NegativeEmotional"
"<S1A-075:1$A>"	"Oh it's terrible"	"terrible"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	0.34	"NotPrimed"	0.233561826328299	"Value"	"NegativeEmotional"
"<S1A-075:1$A>"	"I'll get used to it I'm sure"	"sure"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	1.24	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-075:1$A>"	"Oh good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-075:1$A>"	"I'm sorry"	"sorry"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	0.58	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-075:1$A>"	"It is so gross"	"gross"	"so"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	1	0.2	"NotPrimed"	-0.594427167643476	"HumanPropensity"	"NegativeEmotional"
"<S1A-075:1$A>"	"It was a big build up"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Attributive"	0	2.11	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-075:1$A>"	"Oh he was really cute last night"	"cute"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Attributive"	1	0.26	"NotPrimed"	1	"HumanPropensity"	"PositiveEmotional"
"<S1A-075:1$A>"	"He was really cute last night"	"cute"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Attributive"	1	0.26	"Primed"	1	"HumanPropensity"	"PositiveEmotional"
"<S1A-075:1$A>"	"He looked really cute but um no matter how cute he was I still took him off at the door"	"cute"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	1	0.26	"Primed"	1	"HumanPropensity"	"PositiveEmotional"
"<S1A-075:1$A>"	"He looked really cute but um no matter how cute he was I still took him off at the door"	"cute"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	0.26	"NotPrimed"	1	"HumanPropensity"	"PositiveEmotional"
"<S1A-075:1$A>"	"That was really sad"	"sad"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	1	0.28	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-075:1$A>"	"It was sad"	"sad"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	0	0.28	"NotPrimed"	0.661971673767462	"HumanPropensity"	"NonEmotional"
"<S1A-075:1$A>"	"It's pretty sad"	"sad"	"pretty"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	20	"Predicative"	1	0.28	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$A>"	"That looks so rude"	"rude"	"so"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	1	0.42	"NotPrimed"	-2.09261073193945	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$C>"	"That's so rude"	"rude"	"so"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	1	0.42	"Primed"	-1.68476769632691	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$C>"	"How rude"	"rude"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.42	"NotPrimed"	-0.282545447010384	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$C>"	"Yeah that's true"	"true"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.96	"NotPrimed"	2.02367469364696	"Value"	"NonEmotional"
"<S1A-076:1$C>"	"How rude"	"rude"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.42	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$C>"	"How rude"	"rude"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.42	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$B>"	"I've got the time wrong"	"wrong"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.48	"NotPrimed"	-3.66356164612965	"Value"	"NegativeEmotional"
"<S1A-076:1$B>"	"it's great"	"great"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.78	"NotPrimed"	0.668625119054055	"Value"	"NonEmotional"
"<S1A-076:1$A>"	"They're really nice but they're really smart"	"nice"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	1	2.33	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$A>"	"They're really nice but they're really smart"	"smart"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	1	0.14	"Primed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$A>"	"Oh well these two little kids one's in sixth grade one's in second grade and they're really smart"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Attributive"	0	1.87	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-076:1$A>"	"Oh well these two little kids one's in sixth grade one's in second grade and they're really smart"	"smart"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	1	0.14	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$A>"	"It's probably true though except for in maths"	"true"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.96	"NotPrimed"	-2.62301531829613	"Value"	"NonEmotional"
"<S1A-076:1$A>"	"What are you serious"	"serious"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.28	"NotPrimed"	-3.66356164612965	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$B>"	"True"	"true"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.96	"NotPrimed"	-1.61005175279909	"Value"	"NonEmotional"
"<S1A-076:1$A>"	"I took a set of keys off a little kid this morning 'cause he was doing that with my keys"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Attributive"	0	1.87	"NotPrimed"	-3.66356164612965	"Dimension"	"NonEmotional"
"<S1A-076:1$B>"	"This is going to be very hard to transcribe if you keep on rattling keys"	"hard"	"very"	"Man"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	1	0.66	"NotPrimed"	-3.66356164612965	"PhysicalProperty"	"NonEmotional"
"<S1A-076:1$A>"	"Sorry sorry"	"sorry"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.58	"NotPrimed"	-2.36179382289028	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$A>"	"I was thinking of going out and says yeah it'll be interesting to see if he tries to hit on you"	"interesting"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.7	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-076:1$B>"	"They're being rude"	"rude"	"0"	"Man"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.42	"NotPrimed"	-2.06108153636598	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$C>"	"They're being rude"	"rude"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.42	"NotPrimed"	-2.78069960054435	"HumanPropensity"	"NonEmotional"
"<S1A-076:1$A>"	"My goodness it looks like really good fun"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Attributive"	1	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-076:1$A>"	"It'd be cool"	"cool"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.36	"NotPrimed"	-3.66356164612965	"PhysicalProperty"	"PositiveEmotional"
"<S1A-076:1$C>"	"I like the little white men on it"	"little"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Attributive"	0	1.87	"NotPrimed"	-1.26088669968896	"Dimension"	"NonEmotional"
"<S1A-076:1$A>"	"It means cutie but I was in a cute mood that day and I went cuda wuda"	"cute"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Attributive"	0	0.26	"NotPrimed"	1	"HumanPropensity"	"PositiveEmotional"
"<S1A-076:1$C>"	"It's interesting"	"interesting"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.7	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-076:1$C>"	"Yeah I didn't say I hated it I just said it was interesting"	"interesting"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.7	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-076:1$C>"	"That'd be interesting"	"interesting"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	0.7	"NotPrimed"	1	"Value"	"PositiveEmotional"
"<S1A-076:1$C>"	"Good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Group"	"MixedGender"	18	"Predicative"	0	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-077:1$A>"	"That's really good"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Predicative"	1	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-077:1$A>"	"Oh that's really good"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Predicative"	1	6.26	"Primed"	-0.0861510171489215	"Value"	"PositiveEmotional"
"<S1A-077:1$B>"	"Oh that's good"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Predicative"	0	6.26	"NotPrimed"	-0.958025956590597	"Value"	"PositiveEmotional"
"<S1A-077:1$B>"	"She said that she needed she's got jumpsuits but she needs more jumpsuits 'cos they're all different sizes and I said"	"different"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Attributive"	0	1.32	"NotPrimed"	1	"PhysicalProperty"	"NonEmotional"
"<S1A-077:1$B>"	"She said she's got all the big things like um baths and chairs and tables ? and things like that ?"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Attributive"	0	2.11	"NotPrimed"	-2.15850132616719	"Dimension"	"NonEmotional"
"<S1A-077:1$B>"	"Where are all the young people"	"young"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Attributive"	0	0.26	"NotPrimed"	-3.66356164612965	"Age"	"PositiveEmotional"
"<S1A-077:1$A>"	"Like good reasons for not doing youth work"	"good"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Attributive"	0	6.26	"NotPrimed"	-0.462472365277652	"Value"	"PositiveEmotional"
"<S1A-077:1$B>"	"It's not a way to build a big church 'cos young people don't have much money"	"big"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Attributive"	0	2.11	"NotPrimed"	-1.37473336506042	"Dimension"	"NonEmotional"
"<S1A-077:1$B>"	"It's not a way to build a big church 'cos young people don't have much money"	"young"	"0"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Attributive"	0	0.26	"NotPrimed"	-0.813870636592765	"Age"	"PositiveEmotional"
"<S1A-077:1$A>"	"They're really good reasons"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Attributive"	1	6.26	"NotPrimed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-077:1$A>"	"It's really good reasons and it makes so much sense"	"good"	"really"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Attributive"	1	6.26	"Primed"	-3.66356164612965	"Value"	"PositiveEmotional"
"<S1A-077:1$A>"	"It was so funny"	"funny"	"so"	"Woman"	"17-25"	"ACMP"	"Dyad"	"SameGender"	21.5	"Predicative"	1	1.16	"NotPrimed"	-1.0534641244631	"HumanPropensity"	"NonEmotional"
