id	file.speaker.id	text.id	spk.ref	zone	date	sex	age	word.count
1045	<S2B-003$C>	S2B-003	C	northern ireland	1990-1994	male	NA	123
1046	<S2B-003$D>	S2B-003	D	northern ireland	1990-1994	male	NA	80
1047	<S2B-003$E>	S2B-003	E	northern ireland	1990-1994	male	NA	111
1048	<S2B-003$F>	S2B-003	F	northern ireland	1990-1994	male	NA	76
1049	<S2B-003$G>	S2B-003	G	northern ireland	1990-1994	male	NA	61
1050	<S2B-003$H>	S2B-003	H	northern ireland	1990-1994	male	34-41	79
1051	<S2B-003$I>	S2B-003	I	northern ireland	1990-1994	male	NA	215
1052	<S2B-003$J>	S2B-003	J	northern ireland	1990-1994	male	42-49	112
1053	<S2B-003$K>	S2B-003	K	northern ireland	1990-1994	male	42-49	97
1054	<S2B-003$L>	S2B-003	L	northern ireland	1990-1994	male	42-49	86
1055	<S2B-003$M>	S2B-003	M	northern ireland	1990-1994	female	NA	148
1056	<S2B-003$N>	S2B-003	N	northern ireland	1990-1994	male	NA	122
1057	<S2B-003$O>	S2B-003	O	northern ireland	1990-1994	female	NA	71
1058	<S2B-004$A>	S2B-004	A	mixed between ni and roi	1990-1994	female	26-33	371
1059	<S2B-004$B>	S2B-004	B	northern ireland	1990-1994	male	NA	111
1060	<S2B-004$C>	S2B-004	C	northern ireland	1990-1994	male	42-49	194
1061	<S2B-004$D>	S2B-004	D	northern ireland	1990-1994	female	NA	71
1062	<S2B-004$D>	S2B-004	D	northern ireland	1990-1994	female	NA	174
1063	<S2B-004$E>	S2B-004	E	northern ireland	1990-1994	male	NA	77
1064	<S2B-004$F>	S2B-004	F	northern ireland	1990-1994	male	NA	140
1065	<S2B-004$A>	S2B-004	A	mixed between ni and roi	1990-1994	female	26-33	479
1066	<S2B-004$E>	S2B-004	E	northern ireland	1990-1994	male	NA	110
1067	<S2B-004$G>	S2B-004	G	northern ireland	1990-1994	male	42-49	79
1068	<S2B-004$H>	S2B-004	H	northern ireland	1990-1994	male	NA	127
1069	<S2B-004$I>	S2B-004	I	northern ireland	1990-1994	male	NA	36
1070	<S2B-004$J>	S2B-004	J	northern ireland	1990-1994	male	50+	88
1071	<S2B-005$A>	S2B-005	A	mixed between ni and roi	1990-1994	female	26-33	639
1072	<S2B-005$B>	S2B-005	B	northern ireland	1990-1994	male	NA	155
1073	<S2B-005$C>	S2B-005	C	northern ireland	1990-1994	male	50+	99
1074	<S2B-005$D>	S2B-005	D	northern ireland	1990-1994	female	NA	144
1075	<S2B-005$A>	S2B-005	A	mixed between ni and roi	1990-1994	female	26-33	397
1076	<S2B-005$E>	S2B-005	E	northern ireland	1990-1994	male	NA	145
1077	<S2B-005$F>	S2B-005	F	northern ireland	1990-1994	female	NA	29
1078	<S2B-005$G>	S2B-005	G	northern ireland	1990-1994	male	NA	33
1079	<S2B-005$H>	S2B-005	H	northern ireland	1990-1994	male	NA	62
1080	<S2B-005$A>	S2B-005	A	mixed between ni and roi	1990-1994	female	26-33	91
1081	<S2B-005$I>	S2B-005	I	northern ireland	1990-1994	male	NA	129
1082	<S2B-005$J>	S2B-005	J	northern ireland	1990-1994	female	34-41	127
1083	<S2B-006$A>	S2B-006	A	northern ireland	1990-1994	male	NA	395
1084	<S2B-006$B>	S2B-006	B	northern ireland	1990-1994	male	NA	120
1085	<S2B-006$C>	S2B-006	C	mixed between ni and roi	1990-1994	male	50+	149
1086	<S2B-006$D>	S2B-006	D	northern ireland	1990-1994	male	42-49	116
1087	<S2B-006$E>	S2B-006	E	northern ireland	1990-1994	female	NA	101
1088	<S2B-006$B>	S2B-006	B	northern ireland	1990-1994	male	NA	131
1089	<S2B-006$F>	S2B-006	F	mixed between ni and roi	1990-1994	female	26-33	441
1090	<S2B-006$G>	S2B-006	G	northern ireland	1990-1994	female	34-41	138
1091	<S2B-006$H>	S2B-006	H	northern ireland	1990-1994	male	NA	114
1092	<S2B-006$I>	S2B-006	I	northern ireland	1990-1994	female	42-49	83
1093	<S2B-007$A>	S2B-007	A	northern ireland	1990-1994	male	NA	295
1094	<S2B-007$B>	S2B-007	B	northern ireland	1990-1994	female	NA	289
1095	<S2B-007$C>	S2B-007	C	northern ireland	1990-1994	male	NA	97
1096	<S2B-007$D>	S2B-007	D	northern ireland	1990-1994	male	50+	76
1097	<S2B-007$E>	S2B-007	E	NA	NA	NA	NA	321
1098	<S2B-007$F>	S2B-007	F	northern ireland	1990-1994	male	26-33	173
1099	<S2B-007$G>	S2B-007	G	northern ireland	1990-1994	male	NA	169
1100	<S2B-007$H>	S2B-007	H	northern ireland	1990-1994	male	NA	54
1101	<S2B-007$I>	S2B-007	I	northern ireland	1990-1994	male	42-49	308
1102	<S2B-007$J>	S2B-007	J	northern ireland	1990-1994	female	34-41	132
1103	<S2B-007$K>	S2B-007	K	northern ireland	1990-1994	female	NA	59
1104	<S2B-007$L>	S2B-007	L	northern ireland	1990-1994	male	42-49	48
1105	<S2B-007$M>	S2B-007	M	northern ireland	1990-1994	male	NA	25
1106	<S2B-008$A>	S2B-008	A	northern ireland	1990-1994	male	NA	223
1107	<S2B-008$B>	S2B-008	B	northern ireland	1990-1994	male	NA	212
1108	<S2B-008$C>	S2B-008	C	northern ireland	1990-1994	male	NA	95
1109	<S2B-008$D>	S2B-008	D	northern ireland	1990-1994	male	34-41	318
1110	<S2B-008$E>	S2B-008	E	mixed between ni and roi	1990-1994	female	26-33	142
1111	<S2B-008$F>	S2B-008	F	northern ireland	1990-1994	male	NA	112
1112	<S2B-008$G>	S2B-008	G	northern ireland	1990-1994	male	34-41	91
1113	<S2B-008$H>	S2B-008	H	northern ireland	1990-1994	female	26-33	165
1114	<S2B-008$I>	S2B-008	I	non-corpus speaker	1990-1994	male	0-18	0
1115	<S2B-008$J>	S2B-008	J	northern ireland	1990-1994	male	26-33	348
1116	<S2B-008$K>	S2B-008	K	northern ireland	1990-1994	male	NA	58
1117	<S2B-008$L>	S2B-008	L	northern ireland	1990-1994	male	NA	57
1118	<S2B-008$M>	S2B-008	M	northern ireland	1990-1994	male	42-49	115
1119	<S2B-008$N>	S2B-008	N	northern ireland	1990-1994	male	NA	61
1120	<S2B-009$A>	S2B-009	A	northern ireland	1990-1994	female	NA	425
1121	<S2B-009$B>	S2B-009	B	northern ireland	1990-1994	male	NA	370
1122	<S2B-009$C>	S2B-009	C	northern ireland	1990-1994	male	NA	95
1123	<S2B-009$D>	S2B-009	D	northern ireland	1990-1994	male	42-49	100
1124	<S2B-009$E>	S2B-009	E	northern ireland	1990-1994	female	26-33	118
1125	<S2B-009$F>	S2B-009	F	northern ireland	1990-1994	male	50+	225
1126	<S2B-009$G>	S2B-009	G	northern ireland	1990-1994	female	NA	92
1127	<S2B-009$H>	S2B-009	H	northern ireland	1990-1994	female	26-33	196
1128	<S2B-009$I>	S2B-009	I	northern ireland	1990-1994	male	NA	151
1129	<S2B-009$J>	S2B-009	J	northern ireland	1990-1994	male	19-25	49
1130	<S2B-009$K>	S2B-009	K	northern ireland	1990-1994	male	34-41	127
1131	<S2B-009$L>	S2B-009	L	northern ireland	1990-1994	male	NA	53
1132	<S2B-010$A>	S2B-010	A	mixed between ni and roi	1990-1994	female	26-33	258
1133	<S2B-010$B>	S2B-010	B	northern ireland	1990-1994	male	34-41	240
1134	<S2B-010$C>	S2B-010	C	northern ireland	1990-1994	male	NA	405
1135	<S2B-010$D>	S2B-010	D	northern ireland	1990-1994	male	NA	146
1136	<S2B-010$E>	S2B-010	E	northern ireland	1990-1994	female	NA	46
1137	<S2B-010$F>	S2B-010	F	northern ireland	1990-1994	male	NA	48
1138	<S2B-010$G>	S2B-010	G	northern ireland	1990-1994	female	NA	151
1139	<S2B-010$H>	S2B-010	H	northern ireland	1990-1994	male	NA	38
1140	<S2B-010$I>	S2B-010	I	northern ireland	1990-1994	male	NA	23
1141	<S2B-010$J>	S2B-010	J	northern ireland	1990-1994	male	NA	25
1142	<S2B-010$K>	S2B-010	K	northern ireland	1990-1994	male	50+	42
1143	<S2B-010$L>	S2B-010	L	northern ireland	1990-1994	male	NA	238
1144	<S2B-010$M>	S2B-010	M	mixed between ni and roi	1990-1994	male	42-49	78
1145	<S2B-010$N>	S2B-010	N	northern ireland	1990-1994	male	NA	21
1146	<S2B-010$O>	S2B-010	O	northern ireland	1990-1994	male	NA	33
1147	<S2B-010$P>	S2B-010	P	northern ireland	1990-1994	male	NA	47
1148	<S2B-010$Q>	S2B-010	Q	northern ireland	1990-1994	male	NA	133
1149	<S2B-011$A>	S2B-011	A	republic of ireland	1990-1994	male	NA	458
1150	<S2B-011$B>	S2B-011	B	republic of ireland	1990-1994	male	NA	237
1151	<S2B-011$C>	S2B-011	C	republic of ireland	1990-1994	female	NA	366
1152	<S2B-011$D>	S2B-011	D	republic of ireland	1990-1994	male	NA	122
1153	<S2B-011$E>	S2B-011	E	republic of ireland	1990-1994	male	NA	133
1154	<S2B-011$F>	S2B-011	F	republic of ireland	1990-1994	female	NA	10
1155	<S2B-011$G>	S2B-011	G	republic of ireland	1990-1994	male	NA	5
1156	<S2B-011$H>	S2B-011	H	republic of ireland	1990-1994	male	NA	15
1157	<S2B-011$I>	S2B-011	I	republic of ireland	1990-1994	female	NA	53
1158	<S2B-011$J>	S2B-011	J	republic of ireland	1990-1994	female	NA	445
1159	<S2B-012$A>	S2B-012	A	republic of ireland	1990-1994	male	NA	496
1160	<S2B-012$B>	S2B-012	B	republic of ireland	1990-1994	female	NA	258
1161	<S2B-012$C>	S2B-012	C	republic of ireland	1990-1994	male	NA	161
1162	<S2B-012$D>	S2B-012	D	republic of ireland	1990-1994	male	34-41	83
1163	<S2B-012$E>	S2B-012	E	mixed between ni and roi	1990-1994	male	NA	51
1164	<S2B-012$F>	S2B-012	F	republic of ireland	1990-1994	male	NA	213
1165	<S2B-012$G>	S2B-012	G	republic of ireland	1990-1994	male	NA	163
1166	<S2B-012$H>	S2B-012	H	republic of ireland	1990-1994	female	NA	16
1167	<S2B-012$I>	S2B-012	I	republic of ireland	1990-1994	female	NA	13
1168	<S2B-012$J>	S2B-012	J	republic of ireland	1990-1994	male	NA	7
1169	<S2B-012$K>	S2B-012	K	non-corpus speaker	1990-1994	male	NA	0
1170	<S2B-012$L>	S2B-012	L	republic of ireland	1990-1994	male	NA	75
1171	<S2B-012$M>	S2B-012	M	republic of ireland	1990-1994	female	NA	330
1172	<S2B-012$N>	S2B-012	N	republic of ireland	1990-1994	male	NA	157
1173	<S2B-012$O>	S2B-012	O	republic of ireland	1990-1994	female	NA	122
1174	<S2B-012$P>	S2B-012	P	republic of ireland	1990-1994	male	NA	41
1175	<S2B-012$Q>	S2B-012	Q	republic of ireland	1990-1994	male	NA	37
1176	<S2B-013$A>	S2B-013	A	republic of ireland	1990-1994	male	42-49	261
1177	<S2B-013$B>	S2B-013	B	republic of ireland	1990-1994	female	NA	494
1178	<S2B-013$C>	S2B-013	C	republic of ireland	1990-1994	male	NA	130
1179	<S2B-013$D>	S2B-013	D	republic of ireland	1990-1994	male	50+	64
1180	<S2B-013$E>	S2B-013	E	republic of ireland	1990-1994	female	NA	152
1181	<S2B-013$F>	S2B-013	F	republic of ireland	1990-1994	female	NA	169
1182	<S2B-013$G>	S2B-013	G	republic of ireland	1990-1994	male	NA	519
1183	<S2B-013$H>	S2B-013	H	mixed between ni and roi	1990-1994	male	34-41	158
1184	<S2B-014$A>	S2B-014	A	republic of ireland	1990-1994	female	NA	456
1185	<S2B-014$B>	S2B-014	B	republic of ireland	1990-1994	female	NA	138
1186	<S2B-014$C>	S2B-014	C	republic of ireland	1990-1994	male	NA	87
1187	<S2B-014$D>	S2B-014	D	republic of ireland	1990-1994	female	NA	65
1188	<S2B-014$E>	S2B-014	E	republic of ireland	1990-1994	female	NA	107
1189	<S2B-014$F>	S2B-014	F	republic of ireland	1990-1994	male	NA	667
1190	<S2B-014$G>	S2B-014	G	republic of ireland	1990-1994	male	NA	164
1191	<S2B-014$H>	S2B-014	H	republic of ireland	1990-1994	female	NA	292
1192	<S2B-015$A>	S2B-015	A	republic of ireland	1990-1994	male	NA	1008
1193	<S2B-015$B>	S2B-015	B	republic of ireland	1990-1994	female	NA	151
1194	<S2B-015$C>	S2B-015	C	republic of ireland	1990-1994	male	NA	88
1195	<S2B-015$D>	S2B-015	D	republic of ireland	1990-1994	male	NA	85
1196	<S2B-015$E>	S2B-015	E	republic of ireland	1990-1994	male	50+	106
1197	<S2B-015$F>	S2B-015	F	republic of ireland	1990-1994	male	NA	225
1198	<S2B-015$G>	S2B-015	G	republic of ireland	1990-1994	male	26-33	266
1199	<S2B-015$H>	S2B-015	H	republic of ireland	1990-1994	male	34-41	110
1200	<S2B-016$A>	S2B-016	A	republic of ireland	1990-1994	male	NA	658
1201	<S2B-016$B>	S2B-016	B	republic of ireland	1990-1994	female	NA	101
1202	<S2B-016$C>	S2B-016	C	republic of ireland	1990-1994	male	50+	41
1203	<S2B-016$D>	S2B-016	D	republic of ireland	1990-1994	male	34-41	192
1204	<S2B-016$E>	S2B-016	E	republic of ireland	1990-1994	male	50+	95
1205	<S2B-016$F>	S2B-016	F	republic of ireland	1990-1994	male	26-33	479
1206	<S2B-016$G>	S2B-016	G	republic of ireland	1990-1994	male	NA	131
1207	<S2B-016$H>	S2B-016	H	republic of ireland	1990-1994	male	42-49	386
1208	<S2B-017$A>	S2B-017	A	republic of ireland	1990-1994	male	NA	343
1209	<S2B-017$B>	S2B-017	B	republic of ireland	1990-1994	female	NA	692
1210	<S2B-017$C>	S2B-017	C	republic of ireland	1990-1994	male	NA	174
1211	<S2B-017$D>	S2B-017	D	republic of ireland	1990-1994	male	50+	167
1212	<S2B-017$E>	S2B-017	E	republic of ireland	1990-1994	male	NA	152
1213	<S2B-017$F>	S2B-017	F	republic of ireland	1990-1994	male	34-41	151
1214	<S2B-018$A>	S2B-018	A	republic of ireland	1990-1994	male	NA	229
1215	<S2B-018$H>	S2B-018	H	republic of ireland	1990-1994	male	NA	197
1216	<S2B-019$A>	S2B-019	A	republic of ireland	1990-1994	male	NA	756
1217	<S2B-019$B>	S2B-019	B	republic of ireland	1990-1994	male	34-41	197
1218	<S2B-019$C>	S2B-019	C	northern ireland	1990-1994	male	42-49	85
1219	<S2B-019$D>	S2B-019	D	non-corpus speaker	1990-1994	male	50+	0
1220	<S2B-019$E>	S2B-019	E	northern ireland	1990-1994	male	34-41	163
1221	<S2B-019$F>	S2B-019	F	republic of ireland	1990-1994	male	34-41	134
1222	<S2B-019$G>	S2B-019	G	republic of ireland	1990-1994	male	42-49	140
1223	<S2B-019$H>	S2B-019	H	republic of ireland	1990-1994	male	26-33	105
1224	<S2B-019$I>	S2B-019	I	republic of ireland	1990-1994	male	42-49	59
1225	<S2B-019$J>	S2B-019	J	republic of ireland	1990-1994	male	NA	64
1226	<S2B-019$K>	S2B-019	K	mixed between ni and roi	1990-1994	male	34-41	230
1227	<S2B-020$A>	S2B-020	A	republic of ireland	1990-1994	male	NA	370
1228	<S2B-020$B>	S2B-020	B	republic of ireland	1990-1994	female	NA	807
1229	<S2B-020$C>	S2B-020	C	republic of ireland	1990-1994	male	NA	814
1230	<S2B-021$A>	S2B-021	A	northern ireland	1990-1994	female	NA	513
1231	<S2B-021$B>	S2B-021	B	northern ireland	1990-1994	male	NA	746
1232	<S2B-021$C>	S2B-021	C	northern ireland	1990-1994	male	NA	284
1233	<S2B-021$D>	S2B-021	D	northern ireland	1990-1994	male	NA	472
1234	<S2B-022$A>	S2B-022	A	northern ireland	1990-1994	female	NA	400
1235	<S2B-022$B>	S2B-022	B	non-corpus speaker	1990-1994	female	0-18	0
1236	<S2B-022$C>	S2B-022	C	northern ireland	1990-1994	female	50+	227
1237	<S2B-022$D>	S2B-022	D	northern ireland	1990-1994	female	NA	858
1238	<S2B-022$E>	S2B-022	E	northern ireland	1990-1994	female	42-49	54
1239	<S2B-022$F>	S2B-022	F	northern ireland	1990-1994	female	NA	352
1240	<S2B-023$A>	S2B-023	A	northern ireland	1990-1994	male	42-49	1977
1241	<S2B-024$A>	S2B-024	A	northern ireland	1990-1994	male	42-49	1261
1242	<S2B-024$B>	S2B-024	B	northern ireland	1990-1994	male	NA	173
1243	<S2B-024$C>	S2B-024	C	northern ireland	1990-1994	male	NA	51
1244	<S2B-024$D>	S2B-024	D	northern ireland	1990-1994	male	42-49	169
1245	<S2B-024$E>	S2B-024	E	northern ireland	1990-1994	male	50+	62
1246	<S2B-024$F>	S2B-024	F	northern ireland	1990-1994	female	NA	61
1247	<S2B-024$G>	S2B-024	G	northern ireland	1990-1994	male	42-49	74
1248	<S2B-024$H>	S2B-024	H	northern ireland	1990-1994	male	50+	84
1249	<S2B-024$I>	S2B-024	I	northern ireland	1990-1994	male	NA	66
1250	<S2B-025$?>	S2B-025	?	NA	NA	NA	NA	2
1251	<S2B-025$A>	S2B-025	A	northern ireland	1990-1994	male	NA	157
1252	<S2B-025$B>	S2B-025	B	northern ireland	1990-1994	male	42-49	955
1253	<S2B-025$C>	S2B-025	C	northern ireland	1990-1994	male	NA	144
1254	<S2B-025$D>	S2B-025	D	northern ireland	1990-1994	male	42-49	208
1255	<S2B-025$E>	S2B-025	E	northern ireland	1990-1994	male	NA	35
1256	<S2B-025$F>	S2B-025	F	northern ireland	1990-1994	male	NA	112
1257	<S2B-025$G>	S2B-025	G	northern ireland	1990-1994	male	NA	3
1258	<S2B-025$H>	S2B-025	H	northern ireland	1990-1994	male	NA	39
1259	<S2B-025$I>	S2B-025	I	northern ireland	1990-1994	male	NA	92
1260	<S2B-025$J>	S2B-025	J	republic of ireland	1990-1994	male	50+	148
1261	<S2B-025$K>	S2B-025	K	non-corpus speaker	1990-1994	male	NA	0
1262	<S2B-025$L>	S2B-025	L	northern ireland	1990-1994	female	42-49	91
1263	<S2B-026$?>	S2B-026	?	NA	NA	NA	NA	5
1264	<S2B-026$A>	S2B-026	A	northern ireland	1990-1994	male	26-33	1125
1265	<S2B-026$B>	S2B-026	B	northern ireland	1990-1994	male	34-41	573
1266	<S2B-026$C>	S2B-026	C	northern ireland	1990-1994	male	NA	336
1267	<S2B-027$A>	S2B-027	A	northern ireland	1990-1994	male	26-33	883
1268	<S2B-027$B>	S2B-027	B	northern ireland	1990-1994	male	NA	470
1269	<S2B-027$C>	S2B-027	C	northern ireland	1990-1994	male	34-41	665
1270	<S2B-027$D>	S2B-027	D	northern ireland	1990-1994	male	50+	97
1271	<S2B-028$A>	S2B-028	A	northern ireland	1990-1994	male	NA	208
1272	<S2B-028$B>	S2B-028	B	northern ireland	1990-1994	male	42-49	120
1273	<S2B-028$C>	S2B-028	C	northern ireland	1990-1994	male	50+	337
1274	<S2B-028$D>	S2B-028	D	northern ireland	1990-1994	male	NA	130
1275	<S2B-028$E>	S2B-028	E	northern ireland	1990-1994	male	NA	48
1276	<S2B-028$F>	S2B-028	F	northern ireland	1990-1994	male	NA	53
1277	<S2B-028$G>	S2B-028	G	northern ireland	1990-1994	male	50+	188
1278	<S2B-028$H>	S2B-028	H	northern ireland	1990-1994	male	NA	69
1279	<S2B-028$I>	S2B-028	I	northern ireland	1990-1994	male	NA	79
1280	<S2B-028$J>	S2B-028	J	northern ireland	1990-1994	male	NA	199
1281	<S2B-028$K>	S2B-028	K	northern ireland	1990-1994	male	34-41	401
1282	<S2B-028$L>	S2B-028	L	NA	NA	NA	NA	247
1283	<S2B-029$A>	S2B-029	A	northern ireland	1990-1994	female	NA	479
1284	<S2B-029$B>	S2B-029	B	northern ireland	1990-1994	male	42-49	570
1285	<S2B-029$C>	S2B-029	C	northern ireland	1990-1994	female	NA	432
1286	<S2B-029$D>	S2B-029	D	northern ireland	1990-1994	male	NA	142
1287	<S2B-029$E>	S2B-029	E	northern ireland	1990-1994	male	50+	224
1288	<S2B-029$F>	S2B-029	F	northern ireland	1990-1994	male	50+	92
1289	<S2B-030$A>	S2B-030	A	northern ireland	1990-1994	male	50+	1429
1290	<S2B-031$A>	S2B-031	A	republic of ireland	1990-1994	male	34-41	76
1291	<S2B-031$B>	S2B-031	B	republic of ireland	1990-1994	female	42-49	1701
1292	<S2B-031$C>	S2B-031	C	republic of ireland	1990-1994	female	NA	251
1293	<S2B-032$A>	S2B-032	A	republic of ireland	1990-1994	male	34-41	157
1294	<S2B-032$B>	S2B-032	B	republic of ireland	1990-1994	male	42-49	723
1295	<S2B-032$C>	S2B-032	C	republic of ireland	1990-1994	male	42-49	457
1296	<S2B-032$X>	S2B-032	X	non-corpus speaker	1990-1994	NA	NA	1
1297	<S2B-033$A>	S2B-033	A	republic of ireland	1990-1994	male	34-41	74
1298	<S2B-033$B>	S2B-033	B	republic of ireland	1990-1994	male	42-49	1946
1299	<S2B-034$A>	S2B-034	A	republic of ireland	1990-1994	female	NA	60
1300	<S2B-034$B>	S2B-034	B	republic of ireland	1990-1994	female	NA	218
1301	<S2B-034$C>	S2B-034	C	republic of ireland	1990-1994	male	50+	487
1302	<S2B-034$D>	S2B-034	D	republic of ireland	1990-1994	male	NA	751
1303	<S2B-034$E>	S2B-034	E	republic of ireland	1990-1994	male	42-49	68
1304	<S2B-034$F>	S2B-034	F	republic of ireland	1990-1994	female	NA	147
1305	<S2B-034$G>	S2B-034	G	republic of ireland	1990-1994	male	34-41	185
1306	<S2B-034$H>	S2B-034	H	republic of ireland	1990-1994	male	26-33	41
1307	<S2B-034$I>	S2B-034	I	republic of ireland	1990-1994	female	34-41	31
1308	<S2B-034$J>	S2B-034	J	republic of ireland	1990-1994	female	50+	66
1309	<S2B-035$A>	S2B-035	A	republic of ireland	1990-1994	male	42-49	1964
1310	<S2B-035$X>	S2B-035	X	non-corpus speaker	1990-1994	male	NA	0
1311	<S2B-036$A>	S2B-036	A	republic of ireland	1990-1994	male	50+	1982
1312	<S2B-037$A>	S2B-037	A	republic of ireland	1990-1994	male	50+	1995
1313	<S2B-038$A>	S2B-038	A	republic of ireland	1990-1994	male	26-33	2038
1314	<S2B-039$A>	S2B-039	A	republic of ireland	1990-1994	male	50+	1871
1315	<S2B-040$A>	S2B-040	A	republic of ireland	1990-1994	male	34-41	1985
1316	<S2B-041$A>	S2B-041	A	mixed between ni and roi	1990-1994	male	42-49	2003
1317	<S2B-042$A>	S2B-042	A	northern ireland	1990-1994	male	50+	2083
1318	<S2B-043$A>	S2B-043	A	northern ireland	1990-1994	male	50+	2020
1319	<S2B-044$A>	S2B-044	A	northern ireland	1990-1994	male	50+	2114
1320	<S2B-045$A>	S2B-045	A	northern ireland	1995-2001	male	26-33	1692
1321	<S2B-045$B>	S2B-045	B	northern ireland	1995-2001	male	26-33	635
1322	<S2B-046$A>	S2B-046	A	mixed between ni and roi	1990-1994	female	50+	1859
1323	<S2B-047$A>	S2B-047	A	mixed between ni and roi	1990-1994	female	50+	954
1324	<S2B-048$A>	S2B-048	A	republic of ireland	1990-1994	male	50+	2050
1325	<S2B-049$A>	S2B-049	A	republic of ireland	1990-1994	male	50+	1957
1326	<S2B-049$A>	S2B-049	A	republic of ireland	1990-1994	male	50+	512
1327	<S2B-050$A>	S2B-050	A	republic of ireland	1995-2001	male	42-49	1785
1328	<S2B-050$B>	S2B-050	B	republic of ireland	1995-2001	male	50+	7
1329	<S2B-050$C>	S2B-050	C	republic of ireland	1995-2001	male	NA	3
1330	<S2B-050$D>	S2B-050	D	republic of ireland	1995-2001	male	NA	3
1331	<S2B-050$E>	S2B-050	E	republic of ireland	1995-2001	male	NA	2
1332	<S2B-050$X>	S2B-050	X	republic of ireland	1995-2001	NA	NA	13
